,created_at,id,visit_id,state
62,2024-01-30 14:48:16.700277,2037482,526944502.0,canceled
63,2024-01-27 12:27:22.438540,2033571,524682201.0,canceled
64,2024-02-16 12:11:07.338925,2060300,538796103.0,canceled
65,2024-01-08 12:39:15.540897,2013159,512019795.0,held
66,2024-02-16 20:30:47.357219,2061088,539077732.0,held
67,2024-01-17 20:44:19.935389,2022919,518022039.0,held
68,2024-03-13 21:57:57.791657,2107872,557179045.0,held
69,2024-03-05 19:44:31.842921,2091919,551509288.0,canceled
70,2024-01-13 17:33:47.609297,2018566,515312054.0,held
71,2024-01-05 15:10:30.392786,2009446,509926863.0,held
72,2024-01-17 18:33:08.738727,2022782,518022147.0,held
73,2024-02-10 20:40:15.990934,2052504,534899052.0,held
74,2024-01-01 23:11:37.040766,1999873,506655430.0,held
75,2024-01-17 20:29:48.901989,2022902,518094158.0,canceled
76,2024-03-02 08:04:08.021493,2085126,548907207.0,held
77,2024-03-31 22:51:38.936154,2146090,570663565.0,canceled
78,2024-03-21 13:53:43.234725,2123240,562967028.0,canceled
79,2024-01-23 01:05:58.653868,2028358,521633226.0,held
80,2024-03-10 00:47:36.972117,2100382,554367854.0,held
81,2024-01-20 16:44:41.862535,2025784,519969125.0,canceled
82,2024-02-15 12:49:55.277845,2058860,538109145.0,held
83,2024-01-02 05:37:33.618046,2000173,506846915.0,canceled
84,2024-03-02 21:38:15.884461,2086572,549365788.0,canceled
85,2024-03-29 13:02:14.716984,2140583,568764328.0,canceled
86,2024-01-23 01:04:07.237493,2028357,521633226.0,held
87,2024-01-15 16:12:34.544683,2020416,516583367.0,canceled
88,2024-02-10 12:57:34.107965,2051834,534595072.0,held
89,2024-01-28 20:48:18.123484,2035387,525714778.0,held
90,2024-02-17 14:17:51.106878,2062094,539516305.0,held
91,2024-03-12 21:49:37.614981,2106050,556351062.0,canceled
92,2024-01-31 21:21:09.516861,2039079,527857494.0,held
93,2024-01-28 20:02:44.493867,2035333,525668030.0,canceled
94,2024-02-17 21:08:08.408334,2062760,539752045.0,canceled
95,2024-02-20 13:37:32.971869,2067014,541588870.0,canceled
96,2024-01-03 14:05:00.808405,2004169,508163560.0,canceled
97,2024-02-13 23:07:25.516475,2056974,537043844.0,pending
98,2024-02-10 13:33:45.996048,2051905,534632858.0,canceled
99,2024-02-26 11:10:04.534188,2077286,545637494.0,canceled
100,2024-02-09 19:38:43.053356,2051115,534139730.0,held
101,2024-02-15 19:00:55.234712,2059404,538358964.0,held
102,2024-03-01 18:01:39.904515,2084489,548570658.0,canceled
103,2024-03-06 17:03:45.169968,2093583,552103043.0,pending
104,2024-02-29 12:26:18.397248,2082220,547613988.0,held
105,2024-03-03 11:45:38.800575,2087304,549728047.0,canceled
106,2024-01-23 21:29:01.530749,2029366,522214110.0,held
107,2024-03-19 10:57:54.055715,2118284,561122153.0,held
108,2024-03-13 21:05:18.956381,2107767,557142937.0,held
109,2024-03-28 13:32:03.421897,2138562,568007124.0,held
110,2024-03-10 20:54:59.515263,2101985,555006100.0,held
111,2024-02-10 22:09:49.526327,2052608,534956155.0,held
112,2024-03-22 13:11:50.181529,2125581,563725356.0,held
113,2024-01-19 11:38:19.746452,2024394,519065542.0,held
114,2024-02-19 13:59:56.033655,2065349,540902495.0,held
115,2024-03-12 18:24:32.457981,2105680,556362512.0,canceled
116,2024-02-12 15:38:56.585703,2054869,536170219.0,held
117,2024-01-15 19:09:54.045420,2020638,516680225.0,held
118,2024-01-02 22:27:16.011586,2002769,507612227.0,held
119,2024-01-03 16:41:11.867124,2004631,508246866.0,held
120,2024-02-26 12:37:09.325226,2077430,545690763.0,canceled
121,2024-02-22 11:20:33.893811,2070248,542884861.0,canceled
122,2024-02-08 11:05:12.560036,2048914,533154898.0,canceled
123,2024-03-07 14:54:00.836646,2095304,552681457.0,canceled
124,2024-02-07 15:21:22.629896,2048026,532661485.0,canceled
125,2024-01-25 19:08:40.611235,2031522,523532463.0,canceled
126,2024-01-25 11:30:38.395678,2030977,523254355.0,canceled
127,2024-01-13 14:06:56.258210,2018348,515211738.0,held
128,2024-03-20 07:47:12.357681,2120180,561867377.0,canceled
129,2024-03-12 08:50:46.208660,2104541,555997740.0,held
130,2024-03-19 20:50:17.290010,2119689,561594475.0,held
131,2024-03-18 19:03:48.934683,2117203,560702337.0,canceled
132,2024-03-20 10:52:39.623594,2120544,561991628.0,held
133,2024-03-28 14:55:55.708663,2138762,568103719.0,held
134,2024-01-23 19:02:36.215332,2029205,522137887.0,held
135,2024-01-05 15:22:15.293127,2009472,509822693.0,canceled
136,2024-01-25 09:44:00.188191,2030801,523164591.0,canceled
137,2024-02-08 11:42:02.658353,2048982,533192689.0,canceled
138,2024-02-21 10:45:49.726792,2068417,542194217.0,held
139,2024-02-08 10:34:26.140420,2048864,533154898.0,held
140,2024-01-04 19:17:46.316180,2007711,509294133.0,held
141,2024-02-15 09:48:15.602524,2058582,538025731.0,canceled
142,2024-02-28 17:02:52.708905,2081135,547144226.0,held
143,2024-01-29 13:36:13.879250,2036098,526171911.0,canceled
144,2024-03-15 17:49:30.041532,2111394,558430104.0,held
145,2024-03-24 20:23:03.479324,2130243,565292503.0,held
146,2024-01-22 12:12:57.554931,2027566,521185489.0,held
147,2024-03-29 17:24:08.903352,2141149,568933101.0,held
148,2024-03-01 13:22:09.118601,2084007,548420493.0,held
149,2024-01-10 18:40:40.804169,2015423,513397162.0,held
150,2024-02-12 01:04:52.831559,2054095,535785257.0,held
151,2024-02-23 06:39:37.252663,2071737,543418531.0,held
152,2024-03-16 15:53:36.634191,2113038,559035810.0,held
153,2024-03-04 09:25:24.453360,2088849,550388346.0,held
154,2024-01-30 09:49:58.632179,2037092,526758136.0,held
155,2024-02-16 10:51:35.541109,2060140,538752243.0,canceled
156,2024-01-12 16:20:45.598501,2017415,514686250.0,held
157,2024-02-03 16:54:59.297266,2042764,529695862.0,held
158,2024-01-03 17:02:32.712345,2004681,508315044.0,held
159,2024-01-24 18:04:16.855506,2030291,522799488.0,canceled
160,2024-03-11 12:57:42.840860,2103033,555366861.0,held
161,2024-01-10 19:36:34.170442,2015473,513516868.0,held
162,2024-01-24 20:00:27.689109,2030395,522867391.0,canceled
163,2024-03-21 01:41:56.278255,2122307,562584038.0,canceled
164,2024-01-23 22:24:51.368003,2029432,522257289.0,held
165,2024-03-06 20:25:48.901795,2093916,552080141.0,canceled
166,2024-03-27 00:16:21.145385,2135298,566912339.0,held
167,2024-03-04 16:32:09.762409,2089670,550652120.0,held
168,2024-02-20 10:12:42.192408,2066609,541459536.0,held
169,2024-02-15 10:25:31.772716,2058627,538043029.0,held
170,2024-01-05 16:25:07.254964,2009590,510028958.0,held
171,2024-03-18 22:16:44.602795,2117596,560828936.0,canceled
172,2024-03-29 23:37:00.393659,2141822,569156228.0,held
173,2024-02-13 12:05:18.936297,2055991,536574242.0,held
174,2024-03-16 14:39:31.020909,2112907,558972297.0,canceled
175,2024-02-26 10:03:06.128671,2077186,545552598.0,held
176,2024-03-11 13:15:52.933563,2103064,555409879.0,held
177,2024-02-16 11:21:16.294426,2060190,538752243.0,held
178,2024-01-24 22:15:11.180605,2030526,522945719.0,canceled
179,2024-01-29 18:32:52.211689,2036511,526363889.0,held
180,2024-02-14 12:10:27.603869,2057424,537423658.0,held
181,2024-03-29 11:25:01.939279,2140353,568650235.0,held
182,2024-02-29 11:44:23.962464,2082157,547703303.0,held
183,2024-03-21 00:14:44.066882,2122273,562437367.0,held
184,2024-02-07 11:32:51.933700,2047668,532520023.0,canceled
185,2024-03-21 15:45:23.539220,2123524,563012501.0,held
186,2024-01-27 11:55:12.877273,2033527,524648065.0,held
187,2024-01-19 16:57:59.857868,2024727,519325744.0,held
188,2024-01-19 18:05:44.584309,2024811,519325744.0,canceled
189,2024-03-21 23:00:09.361158,2124415,563329955.0,held
190,2024-03-12 11:14:09.815770,2104849,556087685.0,canceled
191,2024-01-03 02:16:30.622636,2003109,507764703.0,held
192,2024-03-04 13:43:34.312295,2089356,550535931.0,held
193,2024-01-04 18:26:53.175385,2007599,509185562.0,held
194,2024-03-05 07:16:40.339685,2090526,551061139.0,held
195,2024-01-24 22:09:31.600658,2030520,522945719.0,canceled
196,2024-03-29 16:05:18.736211,2140989,568894621.0,canceled
197,2024-03-21 22:58:07.870977,2124411,563329955.0,held
198,2024-02-09 20:08:40.253010,2051140,534161270.0,held
199,2024-02-03 09:37:29.539179,2042156,529575269.0,canceled
200,2024-02-02 13:25:11.284665,2041036,528986001.0,held
201,2024-02-02 12:33:59.369306,2040966,528986001.0,canceled
202,2024-02-26 08:55:15.062614,2077084,545551130.0,held
203,2024-01-23 19:25:56.259638,2029231,522110022.0,held
204,2024-03-17 11:34:56.335388,2114304,559598732.0,canceled
205,2024-01-30 15:30:14.054709,2037529,526804475.0,canceled
206,2024-03-08 17:56:47.797478,2097653,553430312.0,canceled
207,2024-03-20 21:06:43.066012,2121980,562453677.0,canceled
208,2024-03-03 06:15:51.929732,2086883,549558275.0,canceled
209,2024-01-31 07:12:25.295907,2038168,527373339.0,canceled
210,2024-02-25 17:08:06.356397,2076385,545148407.0,held
211,2024-03-03 16:42:06.364431,2087877,549934372.0,held
212,2024-03-31 09:46:18.038335,2144353,570104517.0,held
213,2024-03-31 08:42:33.555247,2144229,570084748.0,held
214,2024-01-21 14:33:45.218684,2026678,520563727.0,canceled
215,2024-01-01 10:35:14.784593,1997680,506133186.0,held
216,2024-01-29 23:10:14.987085,2036848,526535442.0,held
217,2024-02-01 20:47:43.543938,2040285,528559108.0,held
218,2024-02-04 21:28:46.998516,2044441,530751041.0,canceled
219,2024-02-23 14:40:07.963629,2072638,543650384.0,canceled
220,2024-02-29 14:40:03.376275,2082476,547808367.0,held
221,2024-03-23 21:08:56.623640,2128331,564644308.0,held
222,2024-03-06 17:00:02.748267,2093579,552101667.0,canceled
223,2024-03-05 11:31:04.988479,2090950,551164970.0,canceled
224,2024-02-09 10:10:49.629417,2050307,533814737.0,held
225,2024-01-26 22:35:08.213701,2033051,524330042.0,held
226,2024-03-18 17:12:57.417747,2117009,560618824.0,canceled
227,2024-01-22 23:32:14.867480,2028311,521600086.0,canceled
228,2024-03-14 10:10:29.801973,2108378,557436174.0,canceled
229,2024-01-04 11:45:45.311483,2006541,508955098.0,canceled
230,2024-02-16 17:17:49.432976,2060822,538980899.0,held
231,2024-03-03 18:48:32.657065,2088112,550015299.0,canceled
232,2024-01-04 14:13:28.299207,2006981,509079014.0,canceled
233,2024-01-02 10:55:39.045678,2000604,506971623.0,held
234,2024-01-24 21:33:02.213734,2030479,522918664.0,held
235,2024-03-24 12:35:09.771525,2129239,565002533.0,held
236,2024-01-27 21:23:02.412353,2034271,524901074.0,held
237,2024-01-19 08:49:59.189313,2024214,519067748.0,canceled
238,2024-01-20 17:05:58.772825,2025812,519983542.0,canceled
239,2024-02-04 07:52:23.713271,2043360,530237304.0,canceled
240,2024-02-08 10:46:30.528916,2048885,533165184.0,canceled
241,2024-03-14 10:12:27.668239,2108386,557436174.0,canceled
242,2024-02-28 16:08:44.746131,2081062,547180749.0,canceled
243,2024-03-10 14:19:53.603912,2101247,554745110.0,canceled
244,2024-03-22 10:15:04.217665,2125052,563597627.0,held
245,2024-02-12 12:26:09.461608,2054542,536054504.0,canceled
246,2024-02-15 10:53:37.046282,2058663,538034045.0,canceled
247,2024-03-01 07:26:56.986638,2083473,548245734.0,held
248,2024-01-16 10:26:01.514935,2021078,517036280.0,canceled
249,2024-01-02 13:09:17.795957,2001077,507013855.0,held
250,2024-01-05 12:45:37.984235,2009129,509863111.0,canceled
251,2024-01-04 14:15:21.147743,2006990,509075901.0,canceled
252,2024-01-25 23:15:10.013215,2031781,523635590.0,canceled
253,2024-02-14 21:16:09.227680,2058202,537761377.0,canceled
254,2024-01-03 20:55:40.637380,2005335,508499586.0,canceled
255,2024-01-27 20:22:36.399227,2034177,524948875.0,canceled
256,2024-02-19 08:39:29.073280,2064747,540705168.0,canceled
257,2024-03-13 16:19:03.953990,2107305,556978342.0,canceled
258,2024-01-11 09:35:29.908414,2015799,513839594.0,canceled
259,2024-03-10 20:26:28.378007,2101923,554984715.0,held
260,2024-03-13 12:38:39.072899,2106850,556738889.0,held
261,2024-03-14 22:21:54.499647,2109927,557825749.0,held
262,2024-01-07 10:32:11.223696,2012027,511299793.0,canceled
263,2024-03-30 09:49:25.139818,2142202,569356789.0,canceled
264,2024-03-21 14:27:57.265367,2123308,562947219.0,canceled
265,2024-03-30 11:24:51.708725,2142411,569423649.0,canceled
266,2024-03-13 15:17:34.716441,2107182,556949626.0,canceled
267,2024-01-02 18:54:57.171350,2002168,507439180.0,canceled
268,2024-03-12 11:44:42.419736,2104927,556106041.0,held
269,2024-03-01 12:50:41.932574,2083949,548405983.0,canceled
270,2024-01-01 18:50:05.892119,1999208,506483941.0,held
271,2024-03-27 11:07:52.539737,2135877,567171966.0,held
272,2024-02-24 17:27:36.575606,2074815,544444434.0,held
273,2024-02-22 22:11:45.534300,2071467,543239107.0,canceled
274,2024-02-29 11:06:19.756463,2082098,547674877.0,held
275,2024-02-16 18:18:04.572678,2060913,539012714.0,held
276,2024-01-09 15:35:05.604722,2014214,512766692.0,held
277,2024-01-21 11:24:33.511932,2026457,520445226.0,held
278,2024-02-08 16:33:33.062899,2049456,533371907.0,canceled
279,2024-01-04 20:20:29.263864,2007861,509330409.0,canceled
280,2024-03-04 09:37:54.134856,2088875,550401686.0,canceled
281,2024-03-16 20:26:05.622213,2113466,559209519.0,held
282,2024-03-17 12:53:09.262364,2114467,559621749.0,held
283,2024-03-09 12:03:10.219038,2098921,553911802.0,held
284,2024-03-20 09:37:01.533061,2120394,561835547.0,canceled
285,2024-03-29 15:49:03.617324,2140956,568883582.0,held
286,2024-01-03 23:13:25.469495,2005712,508607072.0,held
287,2024-01-26 10:41:51.991746,2032138,523921891.0,canceled
288,2024-03-26 16:03:33.234167,2134374,566555972.0,held
289,2024-02-05 11:34:32.275356,2044962,531102812.0,held
290,2024-03-01 14:25:51.090617,2084136,548458935.0,canceled
291,2024-03-29 11:24:42.520678,2140351,568695571.0,held
292,2024-03-14 09:37:49.324749,2108283,557423895.0,canceled
293,2024-01-15 19:37:04.353581,2020656,516680225.0,canceled
294,2024-01-22 07:55:12.078149,2027328,521045612.0,held
295,2024-02-23 09:02:22.103616,2071875,543450332.0,held
296,2024-01-11 13:20:38.896546,2016043,513901578.0,canceled
297,2024-03-09 11:49:13.497413,2098886,553901534.0,held
298,2024-02-13 16:27:20.660266,2056430,536850533.0,held
299,2024-01-12 02:25:25.999891,2016765,514349086.0,held
300,2024-03-10 14:18:31.660804,2101245,554736653.0,held
301,2024-02-16 16:31:59.310687,2060753,538955173.0,canceled
302,2024-02-19 11:49:34.103283,2065076,540800283.0,held
303,2024-01-04 07:05:10.147067,2005987,508788291.0,canceled
304,2024-03-16 16:27:56.786640,2113089,559069466.0,canceled
305,2024-01-14 05:30:09.960705,2018895,515609028.0,canceled
306,2024-02-25 11:29:57.526278,2075827,544917942.0,held
307,2024-01-18 13:57:48.174296,2023527,518565327.0,canceled
308,2024-01-04 01:31:31.402692,2005877,508680914.0,held
309,2024-03-10 12:14:59.149401,2100976,554574039.0,held
310,2024-01-01 11:15:54.465363,1997791,506164369.0,canceled
311,2024-03-25 08:55:13.745444,2130884,565579936.0,canceled
312,2024-03-25 07:29:15.103914,2130751,565558615.0,canceled
313,2024-03-11 21:46:58.194525,2104124,555763572.0,held
314,2024-03-29 13:30:53.317629,2140643,568556063.0,held
315,2024-03-14 15:47:13.081168,2109155,557654176.0,canceled
316,2024-02-23 12:03:33.291952,2072278,543488471.0,canceled
317,2024-03-26 18:15:52.922687,2134636,566680874.0,held
318,2024-03-22 18:54:55.305340,2126363,563951738.0,canceled
319,2024-03-14 17:58:08.419073,2109459,557738588.0,held
320,2024-03-08 13:50:20.040500,2097155,553288226.0,canceled
321,2024-01-13 10:30:59.318904,2018107,515097847.0,held
322,2024-02-09 18:11:55.397418,2050997,534090994.0,held
323,2024-02-17 20:57:14.636750,2062744,539708503.0,canceled
324,2024-02-25 10:21:53.400836,2075705,544862469.0,held
325,2024-03-22 09:17:11.133846,2124893,563559890.0,canceled
326,2024-01-02 16:13:24.684413,2001693,507288203.0,held
327,2024-03-16 19:22:53.160336,2113365,559169581.0,canceled
328,2024-02-17 20:51:02.487874,2062732,539708503.0,canceled
329,2024-01-20 22:51:31.494167,2026162,520162689.0,canceled
330,2024-03-31 18:23:10.949540,2145523,570350762.0,canceled
331,2024-02-04 21:17:38.812457,2044430,530746532.0,canceled
332,2024-02-12 18:40:43.003536,2055117,536281862.0,canceled
333,2024-01-04 17:16:49.260915,2007442,509232751.0,held
334,2024-01-31 15:11:59.824514,2038638,527633222.0,canceled
335,2024-03-07 12:04:20.374512,2094887,552587037.0,held
336,2024-03-12 18:43:44.428958,2105718,556373622.0,held
337,2024-01-11 13:38:23.793142,2016071,513967708.0,canceled
338,2024-03-09 13:25:25.812985,2099139,553965041.0,held
339,2024-02-28 19:12:36.382217,2081327,547291940.0,held
340,2024-02-14 13:10:59.174621,2057537,537484722.0,held
341,2024-03-02 10:23:26.990534,2085324,548953277.0,held
342,2024-01-02 15:59:48.051060,2001651,507295726.0,canceled
343,2024-03-25 12:54:29.696751,2131482,565697350.0,held
344,2024-01-05 11:49:07.537255,2009003,509774975.0,canceled
345,2024-03-28 23:01:38.648616,2139662,568402320.0,held
346,2024-01-15 00:43:38.872382,2019809,516162895.0,canceled
347,2024-03-25 11:59:22.896558,2131339,565697350.0,held
348,2024-03-24 21:11:06.925218,2130344,565335396.0,held
349,2024-03-21 09:54:10.416868,2122658,562760450.0,canceled
350,2024-01-31 15:56:40.983889,2038703,527659614.0,held
351,2024-01-05 02:49:50.876963,2008456,509595630.0,held
352,2024-03-15 13:41:30.480825,2110861,558239587.0,canceled
353,2024-02-13 12:41:35.659159,2056055,536779237.0,canceled
354,2024-02-16 12:24:45.480856,2060328,538810747.0,held
355,2024-01-26 11:45:34.970105,2032220,523963163.0,held
356,2024-01-03 14:24:57.735577,2004225,508163560.0,canceled
357,2024-02-22 09:51:31.599149,2070059,542832646.0,held
358,2024-01-12 23:53:31.134489,2017898,514910837.0,canceled
359,2024-01-02 15:34:46.518612,2001574,507268518.0,canceled
360,2024-01-15 20:38:10.743209,2020715,516677862.0,held
361,2024-02-06 10:52:25.416305,2046240,531755302.0,held
362,2024-02-18 11:13:31.418648,2063374,540080603.0,canceled
363,2024-02-20 23:13:26.538304,2067954,541930760.0,canceled
364,2024-02-23 20:55:32.658318,2073380,543863336.0,held
365,2024-03-26 21:39:21.301966,2135045,566833967.0,canceled
366,2024-03-05 17:02:29.364702,2091653,551429185.0,held
367,2024-02-24 17:13:24.980111,2074790,544238960.0,canceled
368,2024-03-30 14:21:20.546976,2142858,569552983.0,canceled
369,2024-02-20 18:29:51.998049,2067541,541757764.0,canceled
370,2024-02-13 12:19:40.619780,2056024,536760644.0,canceled
371,2024-01-10 08:31:14.306177,2014790,513189264.0,canceled
372,2024-03-02 08:12:13.205657,2085131,548907207.0,canceled
373,2024-02-15 12:19:31.325574,2058798,538109145.0,held
374,2024-01-22 12:04:00.716178,2027552,521165064.0,canceled
375,2024-03-21 23:28:13.191393,2124473,563309567.0,canceled
376,2024-02-14 17:31:52.838972,2057923,537643984.0,canceled
377,2024-03-22 11:16:51.907557,2125236,563626376.0,held
378,2024-01-05 14:14:51.481987,2009321,509926863.0,canceled
379,2024-01-31 21:18:36.771191,2039076,527856485.0,held
380,2024-02-28 15:31:03.233123,2080997,547032362.0,held
381,2024-02-09 20:42:59.949174,2051182,534167499.0,held
382,2024-01-15 14:02:30.913583,2020244,516506187.0,canceled
383,2024-03-21 00:55:53.907428,2122295,562579274.0,held
384,2024-03-19 20:53:14.483728,2119697,561548689.0,held
385,2024-02-21 20:34:56.576111,2069459,542541625.0,held
386,2024-02-19 22:58:39.460481,2066202,541227405.0,held
387,2024-02-25 14:55:21.990846,2076145,545059130.0,held
388,2024-03-28 13:05:20.300626,2138482,568018442.0,held
389,2024-03-20 20:41:18.062403,2121925,562438569.0,held
390,2024-01-13 23:04:22.671514,2018815,515339741.0,held
391,2024-02-14 20:35:32.780754,2058150,537739061.0,canceled
392,2024-01-05 14:27:50.989213,2009361,509825278.0,held
393,2024-01-12 11:32:42.201658,2017036,514539134.0,held
394,2024-02-19 22:05:19.978548,2066141,541194846.0,held
395,2024-02-28 18:00:26.519703,2081230,547257085.0,canceled
396,2024-03-29 12:30:48.253945,2140517,568744173.0,held
397,2024-02-12 18:13:11.071235,2055073,536263935.0,held
398,2024-02-05 08:29:07.292774,2044732,531003043.0,canceled
399,2024-01-11 19:27:03.106402,2016443,514133989.0,canceled
400,2024-01-05 15:13:20.733400,2009448,509989535.0,canceled
401,2024-01-30 16:10:40.547365,2037581,526991856.0,canceled
402,2024-02-22 12:27:03.783025,2070386,542920942.0,held
403,2024-01-18 23:31:35.001277,2024066,518899894.0,held
404,2024-01-07 07:32:37.583586,2011893,511232940.0,held
405,2024-03-19 19:06:19.988370,2119452,561533058.0,held
406,2024-02-18 23:32:43.164620,2064572,540532860.0,held
407,2024-02-19 21:03:58.216387,2066039,541162852.0,held
408,2024-01-31 07:45:25.268976,2038176,527385537.0,canceled
409,2024-01-04 19:42:25.562035,2007779,509340385.0,canceled
410,2024-02-02 13:10:40.671275,2041016,528962339.0,canceled
411,2024-01-03 12:48:15.896919,2003962,508064053.0,canceled
412,2024-02-19 21:46:51.448042,2066115,541194846.0,held
413,2024-01-31 17:55:01.137369,2038857,527693975.0,canceled
414,2024-02-05 21:30:59.409553,2045798,531478315.0,canceled
415,2024-03-05 13:57:24.475534,2091280,551310288.0,canceled
416,2024-03-14 16:27:26.295154,2109241,557618449.0,canceled
417,2024-01-03 12:38:53.297794,2003933,508064053.0,canceled
418,2024-01-08 14:45:57.255798,2013292,512016008.0,held
419,2024-03-08 13:50:45.633662,2097157,553277791.0,held
420,2024-01-22 18:38:03.491793,2028007,521330743.0,held
421,2024-02-15 14:04:12.223544,2058995,538189308.0,canceled
422,2024-02-12 19:46:44.742961,2055198,536322576.0,held
423,2024-03-14 10:09:41.157408,2108372,557429639.0,held
424,2024-02-09 17:16:31.668241,2050908,534066099.0,held
425,2024-01-25 13:34:22.133494,2031136,523330260.0,canceled
426,2024-01-24 22:19:30.530997,2030538,522945719.0,canceled
427,2024-03-12 13:31:34.833805,2105159,556178175.0,held
428,2024-01-15 01:02:54.516603,2019816,516179247.0,canceled
429,2024-02-20 12:18:51.008050,2066870,541548811.0,held
430,2024-02-08 17:33:27.888363,2049544,533401029.0,held
431,2024-03-03 16:39:07.440253,2087869,549934372.0,canceled
432,2024-01-30 12:00:21.790395,2037255,526791180.0,canceled
433,2024-03-20 15:09:07.213642,2121209,562165644.0,held
434,2024-02-07 02:51:34.645398,2047296,532316838.0,held
435,2024-01-05 16:21:51.345847,2009585,509971760.0,canceled
436,2024-02-11 08:12:38.655542,2052833,535166959.0,canceled
437,2024-03-06 07:45:15.229174,2092482,551784843.0,canceled
438,2024-02-17 17:32:40.034852,2062419,539610426.0,held
439,2024-01-14 14:49:12.921701,2019276,515691908.0,held
440,2024-02-21 19:38:55.612745,2069381,542514289.0,canceled
441,2024-02-04 17:42:04.660579,2044110,530601604.0,canceled
442,2024-02-04 13:05:10.303371,2043716,530408403.0,held
443,2024-02-21 15:31:15.245292,2068988,542375631.0,held
444,2024-02-23 22:42:15.606909,2073518,543903808.0,canceled
445,2024-01-26 22:49:04.281522,2033074,524360230.0,held
446,2024-03-31 08:35:33.992863,2144216,570084748.0,held
447,2024-02-22 10:16:41.010135,2070107,542847091.0,canceled
448,2024-02-28 22:00:51.404879,2081568,547374816.0,held
449,2024-02-29 10:20:08.968836,2082010,547648111.0,canceled
450,2024-01-17 07:54:32.947078,2022072,517650513.0,canceled
